Código do Item,Descrição do Item,Grupo,Classe,PDM,Status,Sustentável
103357,"BECLOMETASONA DIPROPIONATO, DIPROPIONATO DE BECLOMETASONA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,06240: BECLOMETASONA DIPROPIONATO                                                                          ,Inativo,Não
103365,"SALICILATO DE METILA, SALICILATO DE METILA NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,11921: SALICILATO DE METILA                                                                                ,Inativo,Não
103373,"CALCIPOTRIOL, CALCIPOTRIOL NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,04214: CALCIPOTRIOL                                                                                        ,Inativo,Não
103381,"N-ETILMALEIMIDA, MALEATO DE AZATADINA NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,09030: N-ETILMALEIMIDA                                                                                     ,Inativo,Não
103390,"BETAMETASONA, BETAMETASONA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,01253: BETAMETASONA                                                                                        ,Inativo,Não
10340,"ARMAZEM PRE - FABRICADO, ARMAZEM PRE - FABRICADO NOME",54: ESTRUTURAS E ANDAIMES PRÉ-FABRICADOS                                                                                    ,5410: EDIFICAÇÕES PRÉ-FABRICADAS E PORTÁTEIS                                                                                  ,03019: ARMAZEM PRE - FABRICADO                                                                             ,Inativo,Não
103403,"LORATADINA, LORATADINA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,08919: LORATADINA                                                                                          ,Inativo,Não
103411,"NITROFURAL, NITROFURAZONA 1 NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,10110: NITROFURAL                                                                                          ,Inativo,Não
103420,"CLORETO FÉRRICO, ACETATO DE BETAMETASONA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,01738: CLORETO FÉRRICO                                                                                     ,Inativo,Não
103438,"ÁCIDO SALICÍLICO, ACIDO SALICILICO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,02025: ÁCIDO SALICÍLICO                                                                                    ,Inativo,Não
103446,"IPILIMUMABE, BUPRENORFINA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,03963: IPILIMUMABE                                                                                         ,Inativo,Não
103454,"CIPROFLOXACINO CLORIDRATO, CIPROFLOXACINO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,05040: CIPROFLOXACINO CLORIDRATO                                                                           ,Inativo,Não
103462,"CLORETO DE BENZALCÔNIO, CLORETO DE BENZALCONIO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,05104: CLORETO DE BENZALCÔNIO                                                                              ,Inativo,Não
103470,"OXIMETAZOLINA CLORIDRATO, CLORIDRATO DE OXIMETAZOLINA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,05223: OXIMETAZOLINA CLORIDRATO                                                                            ,Inativo,Não
103489,"CITALOPRAM, CITALOPRAM NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,05056: CITALOPRAM                                                                                          ,Inativo,Não
103497,"BETAEPOETINA, DIPROPIONATO DE BETAMETASONA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,06241: BETAEPOETINA                                                                                        ,Inativo,Não
103500,"FOSFOMICINA TROMETAMOL, FOSFATO DISSODICO DE BETAMETASONA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,07791: FOSFOMICINA TROMETAMOL                                                                              ,Inativo,Não
103519,"FLUTAMIDA, FLUTAMIDA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,07670: FLUTAMIDA                                                                                           ,Inativo,Não
103527,"GRISEOFULVINA, GRISEOFULVINA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,08107: GRISEOFULVINA                                                                                       ,Inativo,Não
103535,"INTERFERONA ALFA, INTERFERONA ALFA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,08436: INTERFERONA ALFA                                                                                    ,Inativo,Não
103543,"INTERFERONA BETA, INTERFERONA BETA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,08437: INTERFERONA BETA                                                                                    ,Inativo,Não
103551,"INTERFERONA GAMA, INTERFERONA GAMA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,08438: INTERFERONA GAMA                                                                                    ,Inativo,Não
103560,"CIPERMETRINA, MALEATO DE DEXBRONFENIRAMINA NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6840: PESTICIDAS E DESINFETANTES                                                                                              ,09033: CIPERMETRINA                                                                                        ,Inativo,Não
103578,"NIMESULIDA, NIMESULIDA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,10083: NIMESULIDA                                                                                          ,Inativo,Não
103586,"1-INDANONA, NETILMICINA NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,10078: 1-INDANONA                                                                                          ,Inativo,Não
10359,"FILME EDUCACIONAL, FILME EDUCACIONAL NOME",69: APARELHOS E ACESSÓRIOS PARA TREINAMENTO                                                                                 ,6910: ACESSÓRIOS PARA TREINAMENTO                                                                                             ,07439: FILME EDUCACIONAL                                                                                   ,Ativo,Não
103594,"ROXITROMICINA, ROXITROMICINA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,11854: ROXITROMICINA                                                                                       ,Inativo,Não
103608,"POSACONAZOL, SULFATO DE GENTAMICINA 1 NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,12333: POSACONAZOL                                                                                         ,Inativo,Não
103616,"TRIBUTIL-ESTANHO, SULFATO DE PSEUDOEFEDRINA NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,12348: TRIBUTIL-ESTANHO                                                                                    ,Inativo,Não
103624,"BETAMETASONA VALERATO, VALERATO DE BETAMETASONA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,13237: BETAMETASONA VALERATO                                                                               ,Inativo,Não
103632,"CAFEÍNA, CAFEINA NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,04103: CAFEÍNA                                                                                             ,Inativo,Não
103640,"AZINA DE SALICILALDEÍDO, SALICILAMIDA NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,11920: AZINA DE SALICILALDEÍDO                                                                             ,Inativo,Não
103659,"LOMITAPIDA, BETAINA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,03514: LOMITAPIDA                                                                                          ,Inativo,Não
103667,"ANALISADOR LABORATÓRIO, ANALISADOR DE TEXTURA NOME",66: INSTRUMENTOS E EQUIPAMENTOS DE LABORATÓRIO                                                                              ,6640: EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO                                                                                   ,02475: ANALISADOR LABORATÓRIO                                                                              ,Inativo,Não
10367,"MADEIRA ASSOALHO, MADEIRA DE ASSOALHO NOME","55: TÁBUAS, ESQUADRIAS, COMPENSADOS E FOLHEADOS DE MADEIRA                                                                  ",5510: TÁBUAS E ARTIGOS CORRELATOS À BASE DE MADEIRA                                                                           ,09012: MADEIRA ASSOALHO                                                                                    ,Inativo,Não
103675,"CLORPROPAMIDA, CLORPROPAMIDA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,05276: CLORPROPAMIDA                                                                                       ,Inativo,Não
103683,"BEZAFIBRATO, BEZAFIBRATO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,01254: BEZAFIBRATO                                                                                         ,Inativo,Não
103691,"DARATUMUMABE, ACIDO TOLFENAMICO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,02031: DARATUMUMABE                                                                                        ,Inativo,Não
103705,"PEÇA / ACESSÓRIO EMPILHADEIRA, EMPILHADEIRA - PECA / ACESSORIO NOME",39: EQUIPAMENTOS PARA MANUSEIO DE MATERIAL                                                                                  ,3930: VEÍCULOS AUTOPROPULSIONADOS PARA ARMAZÉM                                                                                ,06534: PEÇA / ACESSÓRIO EMPILHADEIRA                                                                       ,Ativo,Não
103713,"PALETEIRA, PALETEIRA NOME",39: EQUIPAMENTOS PARA MANUSEIO DE MATERIAL                                                                                  ,3920: EQUIPAMENTOS NÃO AUTOPROPULSIONADO PARA MOVIMENTAÇÃO  DE  MATERIAIS                                                     ,10315: PALETEIRA                                                                                           ,Ativo,Não
103721,"EMPILHADEIRA ELÉTRICA, EMPILHADEIRA - ELETRICA NOME",39: EQUIPAMENTOS PARA MANUSEIO DE MATERIAL                                                                                  ,3930: VEÍCULOS AUTOPROPULSIONADOS PARA ARMAZÉM                                                                                ,01049: EMPILHADEIRA ELÉTRICA                                                                               ,Ativo,Não
103730,"VARREDEIRA, VARREDEIRA NOME","38: EQUIPAMENTOS PARA CONSTRUÇÃO, MINERAÇÃO, TERRAPLENAGEM E MA-NUTENÇÃO DE ESTRADAS                                        ",3825: EQUIPAMENTO DE DESOBSTRUÇÃO E LIMPEZA DE ESTRADAS                                                                       ,13313: VARREDEIRA                                                                                          ,Ativo,Não
103748,"GUINDASTE AUTO - PROPELIDO, GUINDASTE AUTO - PROPELIDO NOME","38: EQUIPAMENTOS PARA CONSTRUÇÃO, MINERAÇÃO, TERRAPLENAGEM E MA-NUTENÇÃO DE ESTRADAS                                        ",3810: GUINDASTES E ESCAVADEIRAS                                                                                               ,08146: GUINDASTE AUTO - PROPELIDO                                                                          ,Ativo,Não
10375,"VEDADOR DE OLEO, VEDADOR DE OLEO NOME",53: FERRAGENS E ABRASIVOS                                                                                                   ,5330: GAXETAS E OUTROS MATERIAIS PARA VEDAÇÃO                                                                                 ,13332: VEDADOR DE OLEO                                                                                     ,Inativo,Não
103756,"ASPIRADOR MECÂNICO, ASPIRADOR MECANICO NOME",46: EQUIPAMENTOS PARA PURIFICAÇÃO DE ÁGUAS E TRATAMENTO DE ESGO-TOS                                                         ,4630: EQUIPAMENTOS PARA TRATAMENTO DE ESGOTOS                                                                                 ,03092: ASPIRADOR MECÂNICO                                                                                  ,Ativo,Não
103764,"COMPRESSOR DE AR, COMPRESSOR DE AR NOME",43: BOMBAS E COMPRESSORES                                                                                                   ,4310: BOMBAS E COMPRESSORES A VÁCUO                                                                                           ,05502: COMPRESSOR DE AR                                                                                    ,Ativo,Não
103772,"FERRAMENTA HIDRAULICA PARA TORQUE, FERRAMENTA HIDRAULICA PARA TORQUE NOME",30: EQUIPAMENTOS DE TRANSMISSÃO DE FORÇA MECÂNICA                                                                           ,3040: EQUIPAMENTOS DIVERSOS DE TRANSMISSÃO DE FORÇA                                                                           ,07388: FERRAMENTA HIDRAULICA PARA TORQUE                                                                   ,Inativo,Não
103780,"FERRAMENTA PARA PORCA GRIMPADA, FERRAMENTA PARA PORCA GRIMPADA NOME",51: FERRAMENTAS MANUAIS                                                                                                     ,5130: FERRAMENTAS MANUAIS ACIONADAS POR FORÇA MOTRIZ                                                                          ,07391: FERRAMENTA PARA PORCA GRIMPADA                                                                      ,Inativo,Não
103799,"SISTEMA DE CONTROLE DE TORQUE, SISTEMA DE CONTROLE DE TORQUE NOME",52: INSTRUMENTOS DE MEDIÇÃO                                                                                                 ,5280: JOGOS E CONJUNTOS DE INSTRUMENTOS DE MEDIÇÃO                                                                            ,12115: SISTEMA DE CONTROLE DE TORQUE                                                                       ,Ativo,Não
103802,"TICLOPIDINA, TICLOPIDINA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,12720: TICLOPIDINA                                                                                         ,Inativo,Não
103810,"CLORETO DE FERRO DILUÍDO, CLORETO DE SODIO + CLORETO DE BENZALCONI NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,05121: CLORETO DE FERRO DILUÍDO                                                                            ,Inativo,Não
103829,"MARAVIROQUE, MALEATO DE AZATADINA + SULFATO DE PSEUDO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,09031: MARAVIROQUE                                                                                         ,Inativo,Não
10383,"ABRIGO EQUIPAMENTO METEOROLÓGICO, ABRIGO - INSTRUMENTO METEOROLOGICO NOME",54: ESTRUTURAS E ANDAIMES PRÉ-FABRICADOS                                                                                    ,5410: EDIFICAÇÕES PRÉ-FABRICADAS E PORTÁTEIS                                                                                  ,01209: ABRIGO EQUIPAMENTO METEOROLÓGICO                                                                    ,Ativo,Não
103837,"PERMETRINA, MALEATO DE DEXCLORFENIRAMINA + BETAMETAS NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6840: PESTICIDAS E DESINFETANTES                                                                                              ,09036: PERMETRINA                                                                                          ,Inativo,Não
103845,"MIDODRINA, LORATADINA + PSEUDOEFEDRINA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,08920: MIDODRINA                                                                                           ,Inativo,Não
103853,"BOCEPREVIR, DIPROPIONATO DE BETAMETASONA + SULFATO D NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,06244: BOCEPREVIR                                                                                          ,Inativo,Não
103861,"DIPROPIONATO DE IMIDOCARBE, DIPROPIONATO DE BETAMETASONA + ACIDO SAL NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6509: DROGAS E PRODUTOS BIOLÓGICOS DE USO VETERINÁRIO                                                                         ,06242: DIPROPIONATO DE IMIDOCARBE                                                                          ,Inativo,Não
103870,"CIPERMETRINA, MALEATO DE DEXBRONFENIRAMINA 1 NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6840: PESTICIDAS E DESINFETANTES                                                                                              ,09033: CIPERMETRINA                                                                                        ,Inativo,Não
103888,"BETAMETASONA DIPROPIONATO + BETAMETASONA FOSFATO, DIPROPIONATO DE BETAMETASONA + FOSFATO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,06243: BETAMETASONA DIPROPIONATO + BETAMETASONA FOSFATO                                                    ,Inativo,Não
103896,"TEMEFÓS, MALEATO DE DEXBRONFENIRAMINA + SULFATO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6840: PESTICIDAS E DESINFETANTES                                                                                              ,09034: TEMEFÓS                                                                                             ,Inativo,Não
103900,"FLUTAMIDA, FLUTAMIDA 1 NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,07670: FLUTAMIDA                                                                                           ,Inativo,Não
10391,"FILME PARA TREINAMENTO, FILME PARA TREINAMENTO NOME",69: APARELHOS E ACESSÓRIOS PARA TREINAMENTO                                                                                 ,6910: ACESSÓRIOS PARA TREINAMENTO                                                                                             ,07445: FILME PARA TREINAMENTO                                                                              ,Ativo,Não
103918,"METENAMINA, MEBENDAZOL + TIABENDAZOL NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,09515: METENAMINA                                                                                          ,Inativo,Não
103926,"GUAIFENESINA, GUAIFENESINA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,08115: GUAIFENESINA                                                                                        ,Inativo,Não
103934,"TOLNAFTATO, TOLNAFTATO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,12803: TOLNAFTATO                                                                                          ,Inativo,Não
103942,"ÁCIDO GLIBERÉLICO, FLUOSSILICATO DE SODIO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,07666: ÁCIDO GLIBERÉLICO                                                                                   ,Inativo,Não
103950,"CLOXAZOLAM, CLOXAZOLAM NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,05281: CLOXAZOLAM                                                                                          ,Inativo,Não
103969,"ESCUDO ANTI-TUMULTO, ESCUDO ANTI-TUMULTO NOME","42: EQUIPAMENTO PARA COMBATE A INCÊNDIO, RESGATE E SEGURANÇA                                                                ",4240: EQUIPAMENTO PARA SEGURANÇA E SALVAMENTO                                                                                 ,01315: ESCUDO ANTI-TUMULTO                                                                                 ,Ativo,Não
103977,"CAPACETE MILITAR, CAPACETE - USO MILITAR NOME","42: EQUIPAMENTO PARA COMBATE A INCÊNDIO, RESGATE E SEGURANÇA                                                                ",4240: EQUIPAMENTO PARA SEGURANÇA E SALVAMENTO                                                                                 ,04452: CAPACETE MILITAR                                                                                    ,Inativo,Não
103985,"CAPACETE POLICIAL, CAPACETE - USO POLICIAL NOME","42: EQUIPAMENTO PARA COMBATE A INCÊNDIO, RESGATE E SEGURANÇA                                                                ",4240: EQUIPAMENTO PARA SEGURANÇA E SALVAMENTO                                                                                 ,04453: CAPACETE POLICIAL                                                                                   ,Ativo,Não
103993,"MANTA, MANTA POLIESTER NOME",99: DIVERSOS                                                                                                                ,9999: ITENS DIVERSOS                                                                                                          ,09122: MANTA                                                                                               ,Ativo,Não
1040,"MATERIAL FABRICADO COM BORRACHA NATURAL, MATERIAL FABRICADO COM BORRACHA NATURAL NOME","93: MATERIAIS MANUFATURADOS, NÃO METÁLICOS                                                                                  ",9320: ARTIGOS DE BORRACHA                                                                                                     ,09460: MATERIAL FABRICADO COM BORRACHA NATURAL                                                             ,Inativo,Não
104000,"BETAMETASONA ACETATO + BETAMETASONA FOSFATO, ACETATO DE BETAMETASONA + FOSFATO DISSOD NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,01739: BETAMETASONA ACETATO + BETAMETASONA FOSFATO                                                         ,Inativo,Não
104019,"GANCICLOVIR SÓDICO, GANCICLOVIR SODICO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,07919: GANCICLOVIR SÓDICO                                                                                  ,Inativo,Não
104027,"VALVULA TERMOPLASTICA, VALVULA TERMOPLASTICA NOME",48: VÁLVULAS                                                                                                                ,4810: VÁLVULAS ACIONADAS POR FORÇA MOTRIZ                                                                                     ,13289: VALVULA TERMOPLASTICA                                                                               ,Inativo,Não
104035,"MOLDE PARA INJECAO DE PRODUTO, MOLDE PARA INJECAO DE PRODUTO NOME","93: MATERIAIS MANUFATURADOS, NÃO METÁLICOS                                                                                  ",9390: PRODUTOS DIVERSOS NÃO METÁLICOS                                                                                         ,09867: MOLDE PARA INJECAO DE PRODUTO                                                                       ,Ativo,Não
104043,"GLUTARALDEÍDO, GLUTARAL NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",08023: GLUTARALDEÍDO                                                                                       ,Inativo,Não
10405,"ABRIGO EQUIPAMENTO METEOROLÓGICO, ABRIGO - EQUIPAMENTO ELETRICO NOME",54: ESTRUTURAS E ANDAIMES PRÉ-FABRICADOS                                                                                    ,5410: EDIFICAÇÕES PRÉ-FABRICADAS E PORTÁTEIS                                                                                  ,01209: ABRIGO EQUIPAMENTO METEOROLÓGICO                                                                    ,Inativo,Não
104051,"TESTE PARA DIAGNOSTICO - LABORATORIO, TESTE PARA DIAGNOSTICO - LABORATORIO NOME",66: INSTRUMENTOS E EQUIPAMENTOS DE LABORATÓRIO                                                                              ,6640: EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO                                                                                   ,12694: TESTE PARA DIAGNOSTICO - LABORATORIO                                                                ,Inativo,Não
104060,"CREATININA, CREATININA NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,05958: CREATININA                                                                                          ,Inativo,Não
104078,"BROMEXINA CLORIDRATO, CLORIDRATO DE BROMEXINA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,05141: BROMEXINA CLORIDRATO                                                                                ,Inativo,Não
104086,"ÁCIDO ETILENOGLICOL-BIS(2-AMINOETIL-ÉTER), SULFATO DE ORCIPRENALINA NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,12342: ÁCIDO ETILENOGLICOL-BIS(2-AMINOETIL-ÉTER)                                                           ,Inativo,Não
104094,"DOXILAMINA, DOXILAMINA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,06398: DOXILAMINA                                                                                          ,Inativo,Não
104108,"AMBROXOL, CLORIDRATO DE AMBROXOL NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,05130: AMBROXOL                                                                                            ,Inativo,Não
104116,"ÁCIDO 8-ANILINO-1-NAFTHALENOSULFÔNICO, BROMETO DE IPATROPIO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,03912: ÁCIDO 8-ANILINO-1-NAFTHALENOSULFÔNICO                                                               ,Inativo,Não
104124,"FENOTEROL BROMIDRATO, BROMIDRATO DE FENOTEROL NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,03924: FENOTEROL BROMIDRATO                                                                                ,Inativo,Não
10413,"ABRIGO EQUIPAMENTO METEOROLÓGICO, ABRIGO - EQUIPAMENTO TELEFONICO NOME",54: ESTRUTURAS E ANDAIMES PRÉ-FABRICADOS                                                                                    ,5410: EDIFICAÇÕES PRÉ-FABRICADAS E PORTÁTEIS                                                                                  ,01209: ABRIGO EQUIPAMENTO METEOROLÓGICO                                                                    ,Inativo,Não
104132,"IMAZAQUIM, FLUNISOLIDA NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6840: PESTICIDAS E DESINFETANTES                                                                                              ,07655: IMAZAQUIM                                                                                           ,Inativo,Não
104140,"ENANTATO DE ESTRADIOL, ENANTATO DE ESTRADIOL NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,06543: ENANTATO DE ESTRADIOL                                                                               ,Inativo,Não
104159,"ALTEPLASE, ALTEPLASE NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,02365: ALTEPLASE                                                                                           ,Inativo,Não
104167,"DILTIAZEM CLORIDRATO, CLORIDRATO DE DILTIAZEM NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,05164: DILTIAZEM CLORIDRATO                                                                                ,Inativo,Não
